"id_clientes","cliente","endereco","id_concessionarias","data_inclusao","data_atualizacao"
261048,"Leonardo Francisco Almeida","Beco Atlântica do Sol, 6358",18,"2025-12-29 03:10:01.816876+00","2025-12-29 03:10:01.816876+00"
261145,"Patrícia Rafael Castro","Avenida Internacional dos Pinhais, 8169",22,"2025-12-29 11:15:01.580793+00","2025-12-29 11:15:01.580793+00"
261242,"Juliana Gustavo Castro","Largo Paulista da Vida, 6011",1,"2025-12-29 19:20:01.318437+00","2025-12-29 19:20:01.318437+00"
261336,"Ana e Gomes","Largo Barão da Pedra, 2454",14,"2025-12-30 03:10:02.118341+00","2025-12-30 03:10:02.118341+00"
261433,"Tatiana Fábio Gomes","Alameda Duque da Prosperidade, 8136",13,"2025-12-30 11:15:02.089469+00","2025-12-30 11:15:02.089469+00"
260569,"Henrique Pedro Cardoso","Beco Oliveira da Lua, 2860",5,"2025-12-27 11:15:02.014609+00","2025-12-27 11:15:02.014609+00"
260666,"Felipe Leonardo Fernandes","Rua Doutor das Américas, 7272",29,"2025-12-27 19:20:01.694604+00","2025-12-27 19:20:01.694604+00"
260184,"Julia Maria Monteiro","Alameda Principal dos Pássaros, 4178",13,"2025-12-26 03:10:01.528512+00","2025-12-26 03:10:01.528512+00"
260281,"Lívia Maria Nascimento","Passagem Laranjeiras da Prosperidade, 3126",28,"2025-12-26 11:15:01.292174+00","2025-12-26 11:15:01.292174+00"
260378,"André dos Alves","Travessa Monteiro Vinhedos, 4387",16,"2025-12-26 19:20:01.934613+00","2025-12-26 19:20:01.934613+00"
260473,"Eduardo Lucas Araújo","Alameda Tocantins da Liberdade, 7630",10,"2025-12-27 03:15:01.602614+00","2025-12-27 03:15:01.602614+00"
260761,"Sara Marcos Gomes","Vila Zumbi dos Peixes, 2820",21,"2025-12-28 03:15:01.331268+00","2025-12-28 03:15:01.331268+00"
260858,"Beatriz Rosa Barros","Rua Libertadores da Montanha, 9279",8,"2025-12-28 11:20:02.149692+00","2025-12-28 11:20:02.149692+00"
260955,"Aline Pedro Rocha","Travessa Amazonas dos Viajantes, 9185",13,"2025-12-28 19:25:01.693379+00","2025-12-28 19:25:01.693379+00"
261049,"Luiz José Freitas","Praça Atlântica das Dunas, 7997",26,"2025-12-29 03:15:01.992874+00","2025-12-29 03:15:01.992874+00"
261146,"Gabriela Francisco Alves","Passagem Santana dos Santos, 2501",13,"2025-12-29 11:20:01.768688+00","2025-12-29 11:20:01.768688+00"
261243,"Lívia João Gomes","Praça Imperador da Felicidade, 8688",24,"2025-12-29 19:25:01.455129+00","2025-12-29 19:25:01.455129+00"
261337,"Aline Fábio Gomes","Passagem Jardim da Aventura, 4115",21,"2025-12-30 03:15:01.266814+00","2025-12-30 03:15:01.266814+00"
261434,"Beatriz Antônio Carvalho","Passagem Jardim do Bosque, 9589",21,"2025-12-30 11:20:01.226168+00","2025-12-30 11:20:01.226168+00"
260570,"Clara Larissa Cavalcanti","Avenida Pinheiros do Progresso, 9887",1,"2025-12-27 11:20:01.171087+00","2025-12-27 11:20:01.171087+00"
260667,"Renata Samuel Almeida","Passagem Doutor da Liberdade, 1163",5,"2025-12-27 19:25:01.912689+00","2025-12-27 19:25:01.912689+00"
260185,"Gabriel Luís Martins","Rua Santana da Vida, 8516",24,"2025-12-26 03:15:01.72963+00","2025-12-26 03:15:01.72963+00"
260282,"Bruno de Almeida","Estrada Padre dos Coqueiros, 6038",25,"2025-12-26 11:20:01.421985+00","2025-12-26 11:20:01.421985+00"
260379,"Gabriela Fábio Souza","Via Tocantins da Harmonia, 1333",28,"2025-12-26 19:25:02.103522+00","2025-12-26 19:25:02.103522+00"
260474,"Isabela do Mendes","Rodovia Xavier do Sol, 9802",13,"2025-12-27 03:20:01.740659+00","2025-12-27 03:20:01.740659+00"
260762,"Tatiana Pedro Ribeiro","Via Tiradentes do Porto, 9171",20,"2025-12-28 03:20:01.451635+00","2025-12-28 03:20:01.451635+00"
260859,"Rodrigo Luís Rodrigues","Avenida Barão Vinhedos, 2538",15,"2025-12-28 11:25:01.29575+00","2025-12-28 11:25:01.29575+00"
260956,"Eduardo Ricardo Oliveira","Travessa Voluntários da Pedra, 7051",6,"2025-12-28 19:30:01.833701+00","2025-12-28 19:30:01.833701+00"
261050,"Ana José Alves","Avenida Santo das Estrelas, 6188",28,"2025-12-29 03:20:01.122814+00","2025-12-29 03:20:01.122814+00"
261147,"Ana Fábio Gomes","Estrada Voluntários da Praia, 9906",9,"2025-12-29 11:25:01.972936+00","2025-12-29 11:25:01.972936+00"
261244,"Ana das Souza","Estrada Paulista da Esperança, 1859",23,"2025-12-29 19:30:01.593122+00","2025-12-29 19:30:01.593122+00"
261338,"Fernanda Carolina Rodrigues","Rodovia Marechal do Campo, 9220",25,"2025-12-30 03:20:01.658955+00","2025-12-30 03:20:01.658955+00"
261435,"Henrique Eduardo Gomes","Travessa Marquês do Campo, 8883",11,"2025-12-30 11:25:01.388873+00","2025-12-30 11:25:01.388873+00"
260571,"Fernando Rosa Santos","Rodovia Paulista do Vale, 6575",11,"2025-12-27 11:25:01.30001+00","2025-12-27 11:25:01.30001+00"
260668,"Gabriel Samuel Cardoso","Estrada Brasil das Rosas, 5769",1,"2025-12-27 19:30:02.071906+00","2025-12-27 19:30:02.071906+00"
260186,"Lucas dos Rodrigues","Rua Laranjeiras do Lago, 2663",15,"2025-12-26 03:20:01.87967+00","2025-12-26 03:20:01.87967+00"
260283,"Daniela Sofia Nascimento","Via Brasil da Prosperidade, 3266",11,"2025-12-26 11:25:01.568748+00","2025-12-26 11:25:01.568748+00"
260380,"Bruno Leonardo Lima","Rua Brasil da Floresta, 2956",24,"2025-12-26 19:30:01.246836+00","2025-12-26 19:30:01.246836+00"
260475,"André Francisco Carvalho","Via Duque das Acácias, 2223",25,"2025-12-27 03:25:01.883136+00","2025-12-27 03:25:01.883136+00"
260763,"Isabela e Moura","Praça Marechal dos Navegantes, 1055",15,"2025-12-28 03:25:01.697629+00","2025-12-28 03:25:01.697629+00"
260860,"André Rafael Alves","Beco Santo da Estação, 8039",3,"2025-12-28 11:30:01.319317+00","2025-12-28 11:30:01.319317+00"
260957,"Isabela das Santos","Avenida Vitória das Américas, 9608",27,"2025-12-28 19:35:01.974956+00","2025-12-28 19:35:01.974956+00"
261051,"Gustavo das Alves","Travessa Internacional da Vida, 1889",13,"2025-12-29 03:25:01.239528+00","2025-12-29 03:25:01.239528+00"
261148,"Diego Fábio Pereira","Rua Monteiro da Esperança, 9639",10,"2025-12-29 11:30:01.977068+00","2025-12-29 11:30:01.977068+00"
261245,"Daniela José Almeida","Estrada Pinheiros das Acácias, 2235",16,"2025-12-29 19:35:01.744079+00","2025-12-29 19:35:01.744079+00"
261339,"Isabela José Lima","Rodovia Tocantins do Progresso, 5580",8,"2025-12-30 03:25:01.813768+00","2025-12-30 03:25:01.813768+00"
261436,"Renata Márcia Carvalho","Via Imperador da Lua, 2702",17,"2025-12-30 11:30:01.432553+00","2025-12-30 11:30:01.432553+00"
260572,"André Juliana Costa","Rua Visconde da Saúde, 1026",18,"2025-12-27 11:30:01.389138+00","2025-12-27 11:30:01.389138+00"
260669,"Tiago Paula Martins","Beco Padre do Futuro, 5784",17,"2025-12-27 19:35:01.215251+00","2025-12-27 19:35:01.215251+00"
260187,"Carlos João Monteiro","Vila Quintino do Mar, 6798",21,"2025-12-26 03:25:02.034939+00","2025-12-26 03:25:02.034939+00"
260284,"Luiz de Barros","Via Tocantins do Sol, 614",28,"2025-12-26 11:30:01.680573+00","2025-12-26 11:30:01.680573+00"
260381,"Aline da Oliveira","Estrada Padre da Aventura, 8253",3,"2025-12-26 19:35:01.139386+00","2025-12-26 19:35:01.139386+00"
260476,"César Felipe Rodrigues","Passagem Bandeirantes dos Viajantes, 8235",3,"2025-12-27 03:30:01.986262+00","2025-12-27 03:30:01.986262+00"
260764,"Vanessa Pedro Martins","Largo Internacional da Harmonia, 8567",23,"2025-12-28 03:30:01.927241+00","2025-12-28 03:30:01.927241+00"
260861,"Ana Carla Freitas","Beco Palmeiras da Tecnologia, 6179",25,"2025-12-28 11:35:01.476363+00","2025-12-28 11:35:01.476363+00"
260958,"Fernanda Larissa Santos","Rodovia Imperador da Esperança, 9061",23,"2025-12-28 19:40:01.190815+00","2025-12-28 19:40:01.190815+00"
261052,"Felipe Felipe Alves","Estrada Marechal da Harmonia, 845",24,"2025-12-29 03:30:01.369663+00","2025-12-29 03:30:01.369663+00"
261149,"Bruno Clara Lima","Vila Palmeiras das Estrelas, 9865",13,"2025-12-29 11:35:01.121702+00","2025-12-29 11:35:01.121702+00"
261246,"Eduardo Carla Fernandes","Travessa Laranjeiras da Pedra, 2072",12,"2025-12-29 19:40:01.885158+00","2025-12-29 19:40:01.885158+00"
261340,"Tatiana Pedro Campos","Largo Paulista dos Viajantes, 3337",19,"2025-12-30 03:30:01.961689+00","2025-12-30 03:30:01.961689+00"
261437,"Luiz Larissa Barbosa","Avenida Palmeiras da Harmonia, 8935",10,"2025-12-30 11:35:01.5888+00","2025-12-30 11:35:01.5888+00"
260573,"Rebeca Felipe Carvalho","Vila Central das Rosas, 9284",5,"2025-12-27 11:35:01.533511+00","2025-12-27 11:35:01.533511+00"
260670,"Felipe Maria Costa","Rodovia Paulista da Felicidade, 3911",29,"2025-12-27 19:40:01.350328+00","2025-12-27 19:40:01.350328+00"
260188,"Tatiana Márcia Pinto","Vila Barão da Serra, 9578",25,"2025-12-26 03:30:01.143727+00","2025-12-26 03:30:01.143727+00"
260285,"Sara da Pinto","Largo Amazonas da Harmonia, 8308",5,"2025-12-26 11:35:01.841529+00","2025-12-26 11:35:01.841529+00"
260382,"Luiz das Santos","Largo Ipiranga da Liberdade, 8456",11,"2025-12-26 19:40:01.273107+00","2025-12-26 19:40:01.273107+00"
260477,"André Luís Lima","Rodovia Ipiranga das Acácias, 3601",8,"2025-12-27 03:35:01.11533+00","2025-12-27 03:35:01.11533+00"
260765,"Lucas Ana Rocha","Travessa Sete de Setembro da Prosperidade, 9338",20,"2025-12-28 03:35:01.097024+00","2025-12-28 03:35:01.097024+00"
260862,"Beatriz Paula Oliveira","Estrada Rei da Floresta, 9762",10,"2025-12-28 11:40:01.620426+00","2025-12-28 11:40:01.620426+00"
260959,"Eduardo Paula Martins","Vila Vicente dos Coqueiros, 8389",4,"2025-12-28 19:45:01.319549+00","2025-12-28 19:45:01.319549+00"
261053,"Fernanda Clara Ribeiro","Avenida Kennedy da Mata, 7286",22,"2025-12-29 03:35:01.372805+00","2025-12-29 03:35:01.372805+00"
261150,"Renata Fernando Silva","Passagem Ipiranga da Harmonia, 614",22,"2025-12-29 11:40:01.252435+00","2025-12-29 11:40:01.252435+00"
261247,"Patrícia de Almeida","Avenida Santa da Aventura, 4003",26,"2025-12-29 19:45:02.084621+00","2025-12-29 19:45:02.084621+00"
261341,"Sara Clara Pinto","Alameda Paulista do Bosque, 2527",21,"2025-12-30 03:35:01.111028+00","2025-12-30 03:35:01.111028+00"
261438,"Vanessa Pedro Pereira","Rua Internacional da Tecnologia, 9854",10,"2025-12-30 11:40:01.736861+00","2025-12-30 11:40:01.736861+00"
260574,"Simone Leonardo Barbosa","Rua Sete de Setembro do Vale, 6899",5,"2025-12-27 11:40:01.683548+00","2025-12-27 11:40:01.683548+00"
260671,"Daniela Fernando Castro","Vila Monteiro da Prosperidade, 8316",27,"2025-12-27 19:45:01.490491+00","2025-12-27 19:45:01.490491+00"
260189,"Gabriela Gustavo Barros","Estrada Monteiro das Dunas, 8777",22,"2025-12-26 03:35:02.101648+00","2025-12-26 03:35:02.101648+00"
260286,"Ana Leonardo Lima","Passagem Santana da Paz, 736",29,"2025-12-26 11:40:02.072753+00","2025-12-26 11:40:02.072753+00"
260383,"Daniela Gustavo Nascimento","Travessa Santa do Lago, 2450",5,"2025-12-26 19:45:01.425704+00","2025-12-26 19:45:01.425704+00"
260478,"Marcelo dos Rocha","Passagem Laranjeiras do Futuro, 1586",11,"2025-12-27 03:40:01.234215+00","2025-12-27 03:40:01.234215+00"
260766,"Tiago Larissa Gomes","Rodovia São João da Saúde, 1985",23,"2025-12-28 03:40:01.208189+00","2025-12-28 03:40:01.208189+00"
260863,"Caio Sofia Silva","Via Principal do Vale, 5816",2,"2025-12-28 11:45:01.79703+00","2025-12-28 11:45:01.79703+00"
260960,"Henrique Carla Almeida","Rua Santana do Sol, 891",5,"2025-12-28 19:50:01.454592+00","2025-12-28 19:50:01.454592+00"
261054,"Simone Gustavo Rodrigues","Travessa Barão da Colina, 9275",28,"2025-12-29 03:40:01.531384+00","2025-12-29 03:40:01.531384+00"
261151,"César Rosa Almeida","Via São João do Porto, 1502",19,"2025-12-29 11:45:01.395215+00","2025-12-29 11:45:01.395215+00"
261248,"Daniela Alice Silva","Beco Ipiranga do Pacífico, 8049",26,"2025-12-29 19:50:01.207123+00","2025-12-29 19:50:01.207123+00"
261342,"Beatriz Lucas Dias","Estrada Central da Inovação, 8550",12,"2025-12-30 03:40:01.242682+00","2025-12-30 03:40:01.242682+00"
261439,"Simone de Pinto","Travessa Internacional do Bosque, 7783",7,"2025-12-30 11:45:01.923472+00","2025-12-30 11:45:01.923472+00"
260575,"César Marcos Martins","Estrada Xavier das Acácias, 5095",28,"2025-12-27 11:45:01.846493+00","2025-12-27 11:45:01.846493+00"
260672,"Ana Rosa Araújo","Alameda Internacional dos Coqueiros, 7547",15,"2025-12-27 19:50:01.634821+00","2025-12-27 19:50:01.634821+00"
260190,"Gabriel Paula Alves","Estrada Flores do Mar, 2058",19,"2025-12-26 03:40:01.245131+00","2025-12-26 03:40:01.245131+00"
260287,"Lívia Gustavo Oliveira","Via Vicente da Aventura, 6565",27,"2025-12-26 11:45:01.249955+00","2025-12-26 11:45:01.249955+00"
260384,"Renata Larissa Fernandes","Rua Rei da Prosperidade, 770",5,"2025-12-26 19:50:01.597515+00","2025-12-26 19:50:01.597515+00"
261055,"Ana Pedro Monteiro","Travessa Monteiro das Rosas, 703",28,"2025-12-29 03:45:01.690051+00","2025-12-29 03:45:01.690051+00"
260767,"Rodrigo Fábio Souza","Beco Tocantins da Montanha, 7604",10,"2025-12-28 03:45:01.362156+00","2025-12-28 03:45:01.362156+00"
260864,"Carlos Alice Alves","Beco Tocantins da Harmonia, 971",26,"2025-12-28 11:50:01.96937+00","2025-12-28 11:50:01.96937+00"
260961,"Gabriel das Alves","Rua Industrial da Inovação, 2408",9,"2025-12-28 19:55:01.60574+00","2025-12-28 19:55:01.60574+00"
261152,"Henrique Fernando Pereira","Via Santa dos Peixes, 8545",17,"2025-12-29 11:50:01.535574+00","2025-12-29 11:50:01.535574+00"
261249,"Tatiana Carolina Barros","Estrada Padre dos Peixes, 6296",5,"2025-12-29 19:55:01.341886+00","2025-12-29 19:55:01.341886+00"
261343,"Camila Larissa Freitas","Rodovia Nossa Senhora dos Navegantes, 4538",8,"2025-12-30 03:45:01.390166+00","2025-12-30 03:45:01.390166+00"
261440,"André Leonardo Pinto","Via Laranjeiras do Mar, 703",13,"2025-12-30 11:50:02.097289+00","2025-12-30 11:50:02.097289+00"
260479,"Marcelo Gustavo Ribeiro","Rodovia Vicente da Saúde, 3016",5,"2025-12-27 03:45:01.36527+00","2025-12-27 03:45:01.36527+00"
260576,"Isabela dos Araújo","Largo Nossa Senhora das Américas, 6216",5,"2025-12-27 11:50:02.016425+00","2025-12-27 11:50:02.016425+00"
260673,"Simone Maria Araújo","Beco Rainha dos Viajantes, 8346",23,"2025-12-27 19:55:01.786134+00","2025-12-27 19:55:01.786134+00"
260191,"Eduardo Maria Mendes","Via Atlântica do Lago, 9171",20,"2025-12-26 03:45:01.404927+00","2025-12-26 03:45:01.404927+00"
260288,"Larissa Larissa Rocha","Beco Santana do Futuro, 7678",16,"2025-12-26 11:50:01.394374+00","2025-12-26 11:50:01.394374+00"
260385,"Tatiana Leonardo Pinto","Estrada Paulista da Serra, 639",29,"2025-12-26 19:55:01.75306+00","2025-12-26 19:55:01.75306+00"
260480,"Marcos Clara Carvalho","Estrada Vitória da Tecnologia, 8739",15,"2025-12-27 03:50:01.49434+00","2025-12-27 03:50:01.49434+00"
260768,"Nathalia Leonardo Martins","Passagem Pinheiros do Sol, 4883",25,"2025-12-28 03:50:01.498395+00","2025-12-28 03:50:01.498395+00"
260865,"Tiago Felipe Souza","Avenida Amazonas da Saúde, 3203",11,"2025-12-28 11:55:01.14917+00","2025-12-28 11:55:01.14917+00"
260962,"Alexandre Larissa Freitas","Vila Amazonas do Futuro, 7147",25,"2025-12-28 20:00:01.777415+00","2025-12-28 20:00:01.777415+00"
261056,"Patrícia Maria Cardoso","Praça Bandeirantes Vinhedos, 9998",10,"2025-12-29 03:50:01.82192+00","2025-12-29 03:50:01.82192+00"
261153,"Rafael dos Mendes","Avenida Monteiro dos Pássaros, 966",7,"2025-12-29 11:55:01.715986+00","2025-12-29 11:55:01.715986+00"
261250,"Caio Ricardo Pinto","Vila Marquês da Vida, 6125",29,"2025-12-29 20:00:01.476197+00","2025-12-29 20:00:01.476197+00"
261344,"Clara Lucas Lima","Passagem Sete de Setembro da Praia, 3969",25,"2025-12-30 03:50:01.520062+00","2025-12-30 03:50:01.520062+00"
261441,"Isabela Fábio Cardoso","Largo Rainha da Felicidade, 9959",13,"2025-12-30 11:55:01.245294+00","2025-12-30 11:55:01.245294+00"
260577,"Simone do Pinto","Via Principal do Progresso, 3789",26,"2025-12-27 11:55:01.14343+00","2025-12-27 11:55:01.14343+00"
260674,"Diego Antônio Oliveira","Vila Palmeiras dos Navegantes, 588",14,"2025-12-27 20:00:02.023736+00","2025-12-27 20:00:02.023736+00"
260192,"Beatriz Antônio Carvalho","Rua Monteiro da Inovação, 1277",21,"2025-12-26 03:50:01.54219+00","2025-12-26 03:50:01.54219+00"
260289,"Henrique Maria Ribeiro","Via Tocantins da Pedra, 4176",21,"2025-12-26 11:55:01.562121+00","2025-12-26 11:55:01.562121+00"
260386,"Rodrigo Carolina Barros","Passagem Padre dos Santos, 9463",11,"2025-12-26 20:00:01.917617+00","2025-12-26 20:00:01.917617+00"
260481,"Fernanda de Costa","Vila Duque das Estrelas, 4914",21,"2025-12-27 03:55:01.641634+00","2025-12-27 03:55:01.641634+00"
260769,"André Pedro Cavalcanti","Rua Marquês do Porto, 9849",25,"2025-12-28 03:55:01.64433+00","2025-12-28 03:55:01.64433+00"
260866,"Simone Márcia Freitas","Rodovia Xavier da Prosperidade, 7225",7,"2025-12-28 12:00:01.279359+00","2025-12-28 12:00:01.279359+00"
260963,"Nathalia Alice Barbosa","Passagem Barão dos Coqueiros, 4422",22,"2025-12-28 20:05:02.036325+00","2025-12-28 20:05:02.036325+00"
261057,"Nathalia Márcia Costa","Beco Padre da Praia, 1146",28,"2025-12-29 03:55:01.996421+00","2025-12-29 03:55:01.996421+00"
261154,"Camila de Santos","Praça Palmeiras Vinhedos, 1007",29,"2025-12-29 12:00:01.88363+00","2025-12-29 12:00:01.88363+00"
261251,"Fernanda João Cardoso","Via Imperador do Bosque, 7694",21,"2025-12-29 20:05:01.628861+00","2025-12-29 20:05:01.628861+00"
261345,"Rodrigo Maria Nascimento","Travessa Amazonas do Mar, 3162",16,"2025-12-30 03:55:01.66937+00","2025-12-30 03:55:01.66937+00"
261442,"Lívia Rafael Carvalho","Via Xavier da Paz, 4578",17,"2025-12-30 12:00:01.371657+00","2025-12-30 12:00:01.371657+00"
260578,"Larissa João Moura","Beco Voluntários da Floresta, 4592",9,"2025-12-27 12:00:01.270941+00","2025-12-27 12:00:01.270941+00"
260675,"Diego da Almeida","Largo Libertadores da Felicidade, 4374",21,"2025-12-27 20:05:01.194367+00","2025-12-27 20:05:01.194367+00"
260193,"Beatriz Alice Lima","Avenida Coronel da Estação, 8572",8,"2025-12-26 03:55:01.690366+00","2025-12-26 03:55:01.690366+00"
260290,"Rafael Felipe Moura","Estrada Barão da Harmonia, 5222",12,"2025-12-26 12:00:01.706699+00","2025-12-26 12:00:01.706699+00"
260387,"Caio Francisco Pereira","Travessa Monteiro dos Viajantes, 5923",13,"2025-12-26 20:05:02.115113+00","2025-12-26 20:05:02.115113+00"
260482,"Fernanda Lucas Pinto","Beco Imperador da Floresta, 4979",16,"2025-12-27 04:00:01.792792+00","2025-12-27 04:00:01.792792+00"
260770,"Luiz Ricardo Cardoso","Vila Visconde da Colina, 6218",13,"2025-12-28 04:00:01.805579+00","2025-12-28 04:00:01.805579+00"
260867,"Gustavo de Barbosa","Via Ipiranga da Fonte, 6516",2,"2025-12-28 12:05:01.42416+00","2025-12-28 12:05:01.42416+00"
260964,"Camila Felipe Monteiro","Beco Internacional da Colina, 9408",16,"2025-12-28 20:10:01.17107+00","2025-12-28 20:10:01.17107+00"
261058,"Carlos do Rodrigues","Largo Tiradentes da Felicidade, 929",6,"2025-12-29 04:00:01.144408+00","2025-12-29 04:00:01.144408+00"
261155,"Rodrigo Alice Monteiro","Beco Marquês do Mar, 8504",24,"2025-12-29 12:05:02.057538+00","2025-12-29 12:05:02.057538+00"
261252,"Mariana Francisco Alves","Rodovia Santa da Liberdade, 5566",28,"2025-12-29 20:10:01.801887+00","2025-12-29 20:10:01.801887+00"
261346,"Fernando Márcia Santos","Vila Nossa Senhora das Américas, 9368",22,"2025-12-30 04:00:01.83564+00","2025-12-30 04:00:01.83564+00"
261443,"Renata Samuel Rodrigues","Vila Quintino da Serra, 541",23,"2025-12-30 12:05:01.522153+00","2025-12-30 12:05:01.522153+00"
260579,"Fernando Lucas Gomes","Praça Brasil do Sol, 9962",5,"2025-12-27 12:05:01.413067+00","2025-12-27 12:05:01.413067+00"
260676,"Larissa Lucas Moura","Estrada São João do Vale, 8586",13,"2025-12-27 20:10:01.337067+00","2025-12-27 20:10:01.337067+00"
260194,"Juliana Rosa Oliveira","Vila Voluntários do Lago, 3560",22,"2025-12-26 04:00:01.86416+00","2025-12-26 04:00:01.86416+00"
260291,"Mariana Alice Rocha","Beco Savassi da Tecnologia, 6325",20,"2025-12-26 12:05:01.899072+00","2025-12-26 12:05:01.899072+00"
260388,"Fernanda Carolina Gomes","Travessa Juscelino da Inovação, 2180",28,"2025-12-26 20:10:01.258201+00","2025-12-26 20:10:01.258201+00"
260483,"César Francisco Nascimento","Avenida Vicente da Paz, 5683",13,"2025-12-27 04:05:01.958089+00","2025-12-27 04:05:01.958089+00"
260771,"Ana Alice Pinto","Travessa Industrial da Esperança, 7678",13,"2025-12-28 04:05:01.987924+00","2025-12-28 04:05:01.987924+00"
260868,"César do Oliveira","Avenida Sete de Setembro da Mata, 8391",17,"2025-12-28 12:10:01.554942+00","2025-12-28 12:10:01.554942+00"
260965,"Gabriela Fábio Fernandes","Via Padre do Porto, 5326",11,"2025-12-28 20:15:01.305891+00","2025-12-28 20:15:01.305891+00"
261059,"Isabela José Mendes","Via Marechal da Aventura, 6597",22,"2025-12-29 04:05:01.299204+00","2025-12-29 04:05:01.299204+00"
261156,"Carlos Antônio Cardoso","Rodovia Santa das Rosas, 9543",12,"2025-12-29 12:10:01.191302+00","2025-12-29 12:10:01.191302+00"
261253,"Fernando Gustavo Rocha","Passagem Santa dos Pinhais, 6772",9,"2025-12-29 20:15:01.966717+00","2025-12-29 20:15:01.966717+00"
261347,"Rodrigo Pedro Monteiro","Vila Zumbi da Serra, 8036",21,"2025-12-30 04:05:02.03232+00","2025-12-30 04:05:02.03232+00"
261444,"Marcelo das Araújo","Alameda Voluntários do Sol, 5032",22,"2025-12-30 12:10:01.677864+00","2025-12-30 12:10:01.677864+00"
260580,"Caio Rosa Lima","Alameda Atlântica do Futuro, 3518",14,"2025-12-27 12:10:01.594974+00","2025-12-27 12:10:01.594974+00"
260677,"Patrícia João Costa","Travessa Santa da Paz, 531",5,"2025-12-27 20:15:01.499524+00","2025-12-27 20:15:01.499524+00"
260195,"Cristina Fernando Alves","Praça Tiradentes dos Santos, 7231",28,"2025-12-26 04:05:02.037019+00","2025-12-26 04:05:02.037019+00"
260292,"Eduardo Marcos Campos","Via Libertadores da Aventura, 7664",17,"2025-12-26 12:10:02.076649+00","2025-12-26 12:10:02.076649+00"
260389,"André José Pereira","Rua Ipiranga da Tecnologia, 4287",28,"2025-12-26 20:15:01.394351+00","2025-12-26 20:15:01.394351+00"
260484,"Juliana Juliana Mendes","Vila Marechal do Futuro, 9610",4,"2025-12-27 04:10:02.154577+00","2025-12-27 04:10:02.154577+00"
260772,"Rafael Larissa Martins","Vila Independência da Esperança, 4337",18,"2025-12-28 04:10:01.126091+00","2025-12-28 04:10:01.126091+00"
260869,"Cristina Leonardo Mendes","Beco Kennedy do Campo, 8233",5,"2025-12-28 12:15:01.696527+00","2025-12-28 12:15:01.696527+00"
260966,"Cristina Antônio Gomes","Travessa Brasil dos Pinhais, 7756",6,"2025-12-28 20:20:01.467777+00","2025-12-28 20:20:01.467777+00"
261060,"Sara Eduardo Carvalho","Via Libertadores do Lago, 4715",24,"2025-12-29 04:10:01.435917+00","2025-12-29 04:10:01.435917+00"
261157,"Isabela Marcos Rocha","Vila Duque da Floresta, 9952",16,"2025-12-29 12:15:01.331108+00","2025-12-29 12:15:01.331108+00"
261254,"Mariana das Castro","Passagem Voluntários do Futuro, 4976",16,"2025-12-29 20:20:02.125112+00","2025-12-29 20:20:02.125112+00"
261348,"Marcos Eduardo Santos","Praça Zumbi Vinhedos, 2990",29,"2025-12-30 04:10:01.187618+00","2025-12-30 04:10:01.187618+00"
261445,"Alexandre das Dias","Rodovia Marechal da Serra, 9971",1,"2025-12-30 12:15:01.871582+00","2025-12-30 12:15:01.871582+00"
260581,"Lívia Rosa Oliveira","Rua Atlântica do Sol, 3433",19,"2025-12-27 12:15:01.746215+00","2025-12-27 12:15:01.746215+00"
260678,"Sara Eduardo Lima","Alameda Pinheiros do Vale, 9799",10,"2025-12-27 20:20:01.676974+00","2025-12-27 20:20:01.676974+00"
260196,"Cristina Pedro Costa","Beco Santa do Mar, 3170",5,"2025-12-26 04:10:01.174903+00","2025-12-26 04:10:01.174903+00"
260293,"Diego Gustavo Pinto","Beco Jardim da Vida, 3612",2,"2025-12-26 12:15:01.213617+00","2025-12-26 12:15:01.213617+00"
260390,"Tiago Clara Gomes","Rodovia Oliveira da Liberdade, 5777",28,"2025-12-26 20:20:01.533966+00","2025-12-26 20:20:01.533966+00"
260485,"Carlos Fábio Pereira","Rodovia Paulista do Futuro, 7871",25,"2025-12-27 04:15:01.279654+00","2025-12-27 04:15:01.279654+00"
260773,"Patrícia Pedro Lima","Passagem Pinheiros dos Pinhais, 9491",26,"2025-12-28 04:15:01.246817+00","2025-12-28 04:15:01.246817+00"
260870,"Henrique Larissa Mendes","Rua Bandeirantes da Prosperidade, 5561",28,"2025-12-28 12:20:01.914782+00","2025-12-28 12:20:01.914782+00"
260967,"Simone Sofia Costa","Largo Marechal da Esperança, 6696",27,"2025-12-28 20:25:01.641397+00","2025-12-28 20:25:01.641397+00"
261061,"Rodrigo Alice Costa","Estrada Juscelino Vinhedos, 1452",26,"2025-12-29 04:15:01.604351+00","2025-12-29 04:15:01.604351+00"
261158,"Gustavo Ana Nascimento","Beco Oliveira da Tecnologia, 6952",16,"2025-12-29 12:20:01.468862+00","2025-12-29 12:20:01.468862+00"
261255,"Simone Sofia Souza","Beco Amazonas do Pacífico, 8096",25,"2025-12-29 20:25:01.301735+00","2025-12-29 20:25:01.301735+00"
261349,"Aline Rosa Costa","Estrada Zumbi da Lua, 5178",12,"2025-12-30 04:15:01.322486+00","2025-12-30 04:15:01.322486+00"
261446,"Carlos Felipe Oliveira","Avenida Industrial dos Viajantes, 8126",13,"2025-12-30 12:20:02.050155+00","2025-12-30 12:20:02.050155+00"
